ALDI,144.9877554,-37.8650284
ALDI,144.9935728,-37.8458635
ALDI,144.9573832,-37.8299489
ALDI,144.9621938,-37.8074443
ALDI,144.9954593,-37.8096019
ALDI,145.0587419,-37.8848146
ALDI,144.9230314,-37.7653327
ALDI,144.9616763,-37.7708761
ALDI,145.000045,-37.7689579
ALDI,145.00283089999996,-37.7520892
COLES,145.0051856,-37.9060864
COLES,144.89741629999997,-37.8576258
COLES,144.881108,-37.8169592
COLES,144.897529,-37.8013977
COLES,144.9806027,-37.8685844
COLES,144.9919849,-37.8679127
COLES,144.9937651,-37.8479844
COLES,144.9609368,-37.8319293
COLES,144.9518038,-37.8147982
COLES,144.963575,-37.8099325
COLES,144.99479379999997,-37.8254908
COLES,144.998741,-37.8178009
COLES,144.983619,-37.8038029
COLES,145.0430114,-37.8762004
COLES,145.04525629999998,-37.8458417
COLES,145.0355221,-37.8201113
COLES,145.05632019999996,-37.8291541
COLES,144.9148871,-37.7824891
COLES,144.9219203,-37.7645233
COLES,144.9626359,-37.7758246
COLES,145.00133829999996,-37.7691344
COLES,145.0017728,-37.7674488
WOOLWORTHS,144.8825866,-37.8577632
WOOLWORTHS,144.978811,-37.8685208
WOOLWORTHS,144.9777767,-37.8591641
WOOLWORTHS,144.9927111,-37.8474491
WOOLWORTHS,144.9969896,-37.8371901
WOOLWORTHS,145.0052368,-37.8481053
WOOLWORTHS,145.0081654,-37.8405628
WOOLWORTHS,144.94358449999996,-37.8205493
WOOLWORTHS,144.953329,-37.8189309
WOOLWORTHS,144.9573651,-37.8306563
WOOLWORTHS,144.965377,-37.8111519
WOOLWORTHS,144.9684871,-37.7979934
WOOLWORTHS,144.9954578,-37.8096772
WOOLWORTHS,145.0587077,-37.8845284
WOOLWORTHS,145.0271098,-37.8628804
WOOLWORTHS,145.0360849,-37.8208767
WOOLWORTHS,145.058971,-37.8294286
WOOLWORTHS,144.8896964,-37.7732858
WOOLWORTHS,144.92789,-37.7871514
WOOLWORTHS,144.9618499,-37.775818
WOOLWORTHS,145.04162189999997,-37.770172
WOOLWORTHS,145.06847789999998,-37.7591466
